movieID,title,overview
1212,"Third Man, The (1949)","In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna."
1213,GoodFellas (1990),"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway."
1214,Alien (1979),"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed."
1215,Army of Darkness (1993),"Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead."
1217,Ran (1985),"The movie follows Ran's journey, whose main desire is to fulfill his potential. He is ready to deal with difficult experiences of not being accepted by his family and friends, physical and emotional changes, and even dangers to his health, but he is not willing to give up on himself and his happiness."
1219,Psycho (1960),"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother."
1220,"Blues Brothers, The (1980)","Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised."
1221,"Godfather: Part II, The (1974)","In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba."
1222,Full Metal Jacket (1987),A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
1223,"Grand Day Out, A (1992)","Wallace and Gromit have run out of cheese, and this provides an excellent excuse for the duo to take their holiday to the moon, where, as everyone knows, there is ample cheese."
1224,Henry V (1989),Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.
1225,Amadeus (1984),"Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men."
1228,Raging Bull (1980),"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
1230,Annie Hall (1977),New York comedian Alvy Singer falls in love with the ditsy Annie Hall.
1231,"Right Stuff, The (1983)","A chronicle of the original Mercury astronauts in the formation of America's space program: Alan Shepherd, the first American in space; Gus Grissom, the benighted astronaut for whom nothing works out as planned; John Glenn, the straight-arrow 'boy scout' of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton, Scott Carpenter, Wally Schirra, and Gordon Cooper."
1233,"Boat, The (Das Boot) (1981)","A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits."
1234,"Sting, The (1973)",A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.
1235,Harold and Maude (1971),The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.
1238,Local Hero (1983),An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.
1240,"Terminator, The (1984)","In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?"
1242,Glory (1989),"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates."
1243,Rosencrantz and Guildenstern Are Dead (1990),"Two minor characters from the play ""Hamlet"" stumble around unaware of their scripted lives and unable to deviate from them."
1244,Manhattan (1979),Manhattan explores how the life of a middle-aged television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
1245,Miller's Crossing (1990),"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman."
1246,Dead Poets Society (1989),"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster."
